Polutan,PCA,K,Variance,Silhouette,Davies_Bouldin,Calinski_Harabasz,Cluster_Min,Cluster_Max,Balance_Ratio,Ukuran_Cluster
CO,20,6,0.9988869549371457,0.1803891891546153,0.8365105026759477,34.974551837835925,1,21,0.047619047619047616,1-1-1-2-11-21
CO,20,7,0.9988869549371457,0.1629524777646826,0.8754204223444616,33.34598677029043,1,16,0.0625,1-1-1-2-8-8-16
CO,20,8,0.9988869549371457,0.1438393815268162,0.8364524174064909,32.67832909207662,1,13,0.07692307692307693,1-1-1-1-2-8-10-13
CO,20,9,0.9988869549371457,0.15191172701546934,0.8526467223194528,32.01550933256037,1,11,0.09090909090909091,1-1-1-1-2-4-7-9-11
CO,20,10,0.9988869549371457,0.1473011073939071,0.8021338088073883,29.976767012533735,1,10,0.1,1-1-1-1-1-2-4-7-9-10
CO,21,2,0.9993889881710425,0.7957159516200993,0.1245229006101632,39.9543419903836,1,36,0.027777777777777776,1-36
CO,21,3,0.9993889881710425,0.6974047265127066,0.15886105066692668,45.027089792886066,1,35,0.02857142857142857,1-1-35
CO,21,4,0.9993889881710425,0.34313879565595756,0.6935610009043318,41.05202636945341,1,31,0.03225806451612903,1-1-4-31
CO,21,5,0.9993889881710425,0.18522691515371267,0.9255388327123342,38.61927560010473,1,21,0.047619047619047616,1-1-2-12-21
CO,21,6,0.9993889881710425,0.17971590999372433,0.8381567662012294,34.85887556179869,1,21,0.047619047619047616,1-1-1-2-11-21
CO,21,7,0.9993889881710425,0.1621512254691891,0.8776091139015288,33.21836803631941,1,16,0.0625,1-1-1-2-8-8-16
CO,21,8,0.9993889881710425,0.1452983914286341,0.827825855108586,32.49823483464465,1,14,0.07142857142857142,1-1-1-1-2-7-10-14
CO,21,9,0.9993889881710425,0.15105782286573977,0.8554808996223489,31.855410710819875,1,11,0.09090909090909091,1-1-1-1-2-4-7-9-11
CO,21,10,0.9993889881710425,0.14652045023155302,0.8048433786876016,29.823714569382176,1,10,0.1,1-1-1-1-1-2-4-7-9-10
CO,22,2,0.9995976299091454,0.7956400644913945,0.12457885316695666,39.93648678161913,1,36,0.027777777777777776,1-36
CO,22,3,0.9995976299091454,0.6972774038890345,0.15894544852697312,44.992818118799725,1,35,0.02857142857142857,1-1-35
CO,22,4,0.9995976299091454,0.3428575257051777,0.6937964391763471,41.01151210492064,1,31,0.03225806451612903,1-1-4-31
CO,22,5,0.9995976299091454,0.18496159567313147,0.9262321467726959,38.573241190074846,1,21,0.047619047619047616,1-1-2-12-21
